Company Identifier,Total S1+S2 (tCo2e),Subsector Name,Charlie (milUSD),Alpha (milUSD),Romeo (milUSD),Echo
793,1632,Capital Markets,NULL,0,8473.116797,6000
794,978.3,Software,4521.878821,220.3661581,6071.115834,NULL
795,39482,Specialty Chemicals,402.9617476,189.0370819,480.9256409,1098
796,11089,Diversified Banks,NULL,1019.120268,2124.548093,NULL
797,8032,Oil & Gas Storage & Transportation,3183.102765,558.675258,3668.409827,2000
798,478500,Oil & Gas Equipment & Services,3198.12162,13572.16881,4044.41269,623
799,966700,Aluminum,5957.982282,1863.604159,6564.054883,13000
800,324807,Auto Parts,3179.072814,912.2571748,3828.195846,13000
801,7356520,Cement Manufacturers,600.5363488,817.8493149,750.4832465,NULL
802,9431.570313,Auto Parts,11.83148191,13.61639605,4.890502494,133
803,31329,Hotels,187.1079171,1358.422626,454.7123009,4923
804,1032,Thrifts & Mortgage Finance,NULL,28.4641522,534.682125,NULL
805,6327.720215,Software,1228.133252,145.3049277,1363.577438,2097
806,1065438.61,Oil & Gas Exploration & Production,1607.687552,5516.979077,2427.386234,231
807,278.15,Thrifts & Mortgage Finance,NULL,4.801072702,282.7733841,213
808,530,Regional Banks,NULL,571.1541433,206.7177851,60
809,702.5,Capital Markets,8.700361503,6.148125977,5.445437289,117
810,3561.37,Software,327.8819276,50.35530551,511.0975441,8384
811,60226,Regional Banks,NULL,1607.729634,6997.489111,18100
812,34025,Oil & Gas Equipment & Services,2473.875651,366.1258986,3034.851733,NULL
813,110195,Auto Parts,4295.765204,1728.221059,5038.572375,4402
814,23733,Oil & Gas Storage & Transportation,NULL,NULL,1138.454656,NULL
815,3599405,Automobiles,109724.9691,30381.05863,127511.0596,198545
816,192806,Specialty Chemicals,3152.539599,1270.331473,4595.190724,14000
817,3750155,Oil & Gas Exploration & Production,1443.336098,6316.43018,2997.24642,1500
818,235938,Industrial Conglomerates,24305.26281,4470.798756,27711.30924,9374
819,2.34E+07,Cement Manufacturers,2752.337805,3394.592,3399.293105,NULL
820,162479,Diversified Banks,NULL,6081.4002,41842.71104,66888
821,143.6,Capital Markets,NULL,0.130569505,40.3459772,169
822,1585,Software,186.6854944,117.5991112,590.733491,874
823,116467,Oil & Gas Exploration & Production,92.88111523,519.8749954,144.7275635,569
824,4708.1,Software,161.8929262,23.86347357,704.4771179,3381
825,1570,Regional Banks,NULL,NULL,127.52,NULL
826,50110.76,Capital Markets,379.5293654,509.6476335,3607.016461,15236
827,6342200,Oil & Gas Refining & Marketing,22653.85865,7494.597339,24650.58675,6788
828,50501,Diversified Banks,NULL,1796.550768,16063.03564,12821
829,511.13,Software,25.14972522,5.894466848,136.3586664,505
830,6580000,Specialty Chemicals,11453.96052,5091.803987,16879.52077,17311
831,1089627,Auto Parts,12213.86232,6141.577139,16446.44604,92478
832,91773,Automobiles,1874.23773,982.2712364,3950.012272,3851
833,24943.59961,Capital Markets,300.3190771,85.02806737,2737.943863,7576
834,161,Software,NULL,3.815894208,94.82964939,293
835,3864.8,Capital Markets,2607.181491,49.22500639,5574.041363,4417
836,14498,Diversified Banks,NULL,115.2695739,1666.169296,5762
837,1692.6,Capital Markets,55.30669771,23.55566497,215.9926323,711
838,1244,Diversified Banks,NULL,NULL,NULL,NULL
839,768.9,Capital Markets,NULL,NULL,NULL,NULL
840,78.1,Regional Banks,NULL,NULL,NULL,NULL
841,12723.9,Diversified Banks,NULL,NULL,2726.638515,NULL
842,7137,Diversified Banks,NULL,58.36336035,474.1572694,NULL
843,123383.73,Diversified Banks,NULL,6463.735034,59054.64762,170809
844,53417.08,Diversified Banks,NULL,5144.927821,22701.20004,NULL
845,2.52E+07,Aluminum,10618.06102,8148.243858,13226.82986,14000
846,13303,Diversified Banks,NULL,1106.361583,4710.698223,NULL
847,3975,Diversified Banks,NULL,140.5840289,646.0398301,7300
848,18,Health Care  Services,28.75662789,2.530437016,50.8816306,117
849,659657,Auto Parts,8012.239403,4478.217932,9871.376106,43552
850,1031000,Oil & Gas Storage & Transportation,NULL,NULL,0,NULL
851,890,Software,25.85276209,1.899786305,92.90934302,312
852,3062669,Paper & Related Products,9662.770717,5818.245234,13342.7914,NULL
853,86021,Waste & Disposal Services,159.9969125,276.9190765,227.9423358,788
854,433.55,Thrifts & Mortgage Finance,NULL,3.264237637,418.2141261,577
855,175.15,Software,63.90066421,3.04325034,86.48282698,NULL
856,6407,Diversified Banks,NULL,133.9644506,1796.971423,4141
857,663000,Waste & Disposal Services,656.0805028,302.0136149,831.6074242,1128
858,4.87E+07,Aluminum,8091.612986,10108.50231,12155.09533,98401
859,7514924,Coal,1165.712602,2061.307054,1496.474352,1772
860,1555000,Auto Parts,36049.14073,7656.761269,42648.04478,148969
861,10607.49,Diversified Banks,NULL,NULL,NULL,NULL
862,93758,Oil & Gas Exploration & Production,61.52041776,1375.515294,89.73955313,416
863,2501.5,Software,242.5525655,30.03836771,791.5027803,0
864,292200,Hotels,1323.955079,319.0017411,1827.899547,16200
865,58465,Capital Markets,389.2775124,639.5708015,495.7156494,20000
866,472162,Oil & Gas Storage & Transportation,174498.4653,1901.477564,176641.0964,4316
867,60429,Diversified Banks,NULL,1257.649023,38372.73102,105458
868,1423965.78,Oil & Gas Storage & Transportation,NULL,NULL,NULL,NULL
869,16898.65,Automobiles,993.2422283,408.6825522,1431.694628,2532
870,2983522,Coal,1244.507989,1587.863458,1937.988418,0
871,2798000,Specialty Chemicals,NULL,NULL,5874.24,NULL
872,240,Capital Markets,NULL,NULL,NULL,NULL
